id,invoice_id,time_id,customer_id,product_id,payment_method_id,product_quantity,total_per_product,total_invoice,currency_type,ingestion_date,last_modified_date
227,228,447840,65,13,0,4,536.5028593840773,536.5028593840773,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
228,229,214560,18,43,1,7,532.4261525187677,532.4261525187677,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
229,230,102240,76,32,3,6,519.0879829991529,519.0879829991529,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
230,231,443520,30,8,0,10,668.0395913232777,668.0395913232777,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
231,232,141120,3,24,0,3,223.5934321700595,223.5934321700595,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
232,233,432000,94,12,0,9,348.3298561369563,348.3298561369563,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
233,234,129600,8,21,0,6,766.1519519021305,766.1519519021305,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
234,235,482400,41,43,2,7,754.4383492898492,754.4383492898492,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
235,236,292320,19,32,3,5,566.0439384544175,566.0439384544175,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
236,237,149760,28,45,2,5,863.9431459911103,863.9431459911103,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
237,238,293760,85,48,2,10,203.7021924811612,203.7021924811612,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
238,239,498240,11,27,3,3,902.7222616989462,902.7222616989462,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
239,240,275040,55,49,3,3,780.7225250333777,780.7225250333777,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
240,241,79200,12,37,1,1,107.40001585734426,107.40001585734426,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
241,242,84960,35,30,1,5,691.197978196524,691.197978196524,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
242,243,272160,81,8,1,7,383.9045991949331,383.9045991949331,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
243,244,299520,30,21,3,2,777.1546380103472,777.1546380103472,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
244,245,368640,37,42,3,5,583.5961153517331,583.5961153517331,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
245,246,267840,89,44,3,10,334.6060941038881,334.6060941038881,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
246,247,253440,56,16,2,1,366.5461707140339,366.5461707140339,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
247,248,216000,86,33,0,4,544.2487524394171,544.2487524394171,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
248,249,509760,5,24,1,5,137.37805652062474,137.37805652062474,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
249,250,449280,64,4,3,9,926.6574045352623,926.6574045352623,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
250,251,14400,60,8,3,2,988.0197201273928,988.0197201273928,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
251,252,102240,87,44,3,10,249.748598265908,249.748598265908,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
252,253,97920,65,41,2,9,268.6038972865064,268.6038972865064,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
253,254,321120,49,6,2,9,434.87521338926894,434.87521338926894,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
254,255,230400,92,12,3,1,702.7927708615142,702.7927708615142,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
255,256,90720,47,44,0,2,906.2366929230208,906.2366929230208,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
256,257,217440,30,35,0,9,454.13449047276464,454.13449047276464,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
257,258,437760,22,33,2,5,897.0887917840641,897.0887917840641,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
258,259,131040,14,23,1,2,608.6116332115985,608.6116332115985,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
259,260,311040,95,21,0,10,752.383414688453,752.383414688453,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
260,261,388800,61,20,2,2,246.494777769518,246.494777769518,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
261,262,427680,2,4,1,9,964.5957709038112,964.5957709038112,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
262,263,90720,24,38,1,3,385.3895340745994,385.3895340745994,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
263,264,246240,37,30,1,6,330.8549263300331,330.8549263300331,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
264,265,345600,42,47,0,4,998.2339945880846,998.2339945880846,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
265,266,218880,68,7,3,8,878.6350001601543,878.6350001601543,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
266,267,443520,40,21,2,4,113.39832891350888,113.39832891350888,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
267,268,290880,41,49,3,6,501.587827914712,501.587827914712,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
268,269,41760,47,42,2,6,114.48384902180392,114.48384902180392,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
269,270,514080,93,49,0,4,757.7836719980621,757.7836719980621,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
270,271,423360,63,26,3,5,120.02993880805371,120.02993880805371,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
271,272,495360,35,27,1,9,782.4178525970208,782.4178525970208,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
272,273,84960,41,0,0,1,295.07983902763567,295.07983902763567,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
273,274,335520,20,35,3,4,585.2745621229324,585.2745621229324,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
274,275,220320,53,9,1,8,538.1465522540934,538.1465522540934,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
275,276,205920,83,20,3,6,909.8573177368934,909.8573177368934,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
276,277,414720,48,37,0,9,989.0994642431612,989.0994642431612,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
277,278,360000,93,13,3,2,932.3171420184872,932.3171420184872,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
278,279,194400,79,21,3,5,578.4312429186324,578.4312429186324,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
279,280,499680,14,19,3,7,496.93157257952566,496.93157257952566,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
280,281,217440,21,33,0,2,700.6339464511335,700.6339464511335,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
281,282,110880,73,44,3,9,331.1042768494271,331.1042768494271,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
282,283,397440,50,12,2,2,141.1289892627054,141.1289892627054,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
283,284,332640,97,19,0,8,883.0551188156727,883.0551188156727,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
284,285,519840,1,49,3,1,833.1666583281833,833.1666583281833,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
285,286,315360,52,34,2,6,568.1406841504479,568.1406841504479,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
286,287,61920,25,25,3,10,807.669146800825,807.669146800825,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
287,288,285120,82,20,1,1,512.086598263405,512.086598263405,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
288,289,296640,98,35,1,5,520.4497813265857,520.4497813265857,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
289,290,59040,11,37,1,5,663.5787205427988,663.5787205427988,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
290,291,514080,59,22,3,7,106.34830830563904,106.34830830563904,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
291,292,174240,31,22,0,5,780.912158971007,780.912158971007,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
292,293,247680,10,31,3,3,232.732278142083,232.732278142083,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
293,294,77760,30,28,0,7,935.2852375826168,935.2852375826168,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
294,295,288000,1,11,2,5,379.8664915504576,379.8664915504576,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
295,296,499680,45,14,2,1,619.3674970001844,619.3674970001844,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
296,297,414720,75,21,2,7,134.03449524448348,134.03449524448348,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
297,298,436320,55,30,1,2,823.4774455656981,823.4774455656981,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
298,299,204480,63,43,0,3,382.9783381462063,382.9783381462063,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
299,300,299520,83,3,2,1,768.8350807949827,768.8350807949827,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
300,301,282240,89,46,3,5,622.2157728291813,622.2157728291813,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
301,302,492480,29,28,2,3,510.115322508006,510.115322508006,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
302,303,502560,87,39,0,4,902.7187649356932,902.7187649356932,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
303,304,361440,29,49,2,1,443.1971982263346,443.1971982263346,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
304,305,498240,88,9,1,6,745.7856549706164,745.7856549706164,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
305,306,460800,5,1,1,9,235.05989536407188,235.05989536407188,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
306,307,421920,26,33,0,1,957.8961930339462,957.8961930339462,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
307,308,148320,80,33,0,4,380.4111495116804,380.4111495116804,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
308,309,442080,8,14,0,2,950.6713935538512,950.6713935538512,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
309,310,184320,49,22,0,4,180.691122637464,180.691122637464,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
310,311,331200,97,40,1,6,180.6928196753489,180.6928196753489,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
311,312,96480,36,2,3,4,847.0485466493589,847.0485466493589,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
312,313,43200,25,29,0,9,555.4929992700831,555.4929992700831,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
313,314,187200,16,11,1,9,755.7512697572361,755.7512697572361,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
314,315,59040,41,3,2,2,231.9311067980649,231.9311067980649,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
315,316,59040,78,8,1,1,400.2495121244606,400.2495121244606,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
316,317,102240,13,7,2,8,328.5544900343118,328.5544900343118,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
317,318,217440,45,13,3,5,981.9357360037264,981.9357360037264,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
318,319,177120,72,1,1,6,482.4239363713398,482.4239363713398,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
319,320,480960,74,35,1,10,357.9473735461485,357.9473735461485,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
320,321,505440,51,21,3,2,971.2060660941936,971.2060660941936,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
321,322,57600,29,5,3,10,421.08319423152335,421.08319423152335,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
322,323,384480,6,22,3,3,860.4345304901971,860.4345304901971,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
323,324,408960,93,8,2,3,591.7392068455961,591.7392068455961,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
324,325,401760,69,15,3,3,365.7927986120853,365.7927986120853,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
325,326,295200,93,7,1,3,887.5111360730392,887.5111360730392,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
326,327,501120,26,42,1,4,590.5840001657957,590.5840001657957,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
327,328,59040,86,10,0,10,577.7168442179408,577.7168442179408,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
328,329,360000,11,41,2,4,399.5482357347466,399.5482357347466,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
329,330,430560,94,13,1,1,962.1367284585124,962.1367284585124,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
330,331,128160,19,36,0,4,341.1521572898106,341.1521572898106,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
331,332,499680,52,6,3,3,583.7811784944882,583.7811784944882,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
332,333,254880,27,1,2,4,633.1297503044332,633.1297503044332,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
333,334,397440,49,49,0,9,427.9008205432355,427.9008205432355,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
334,335,17280,36,36,3,2,952.8247930499776,952.8247930499776,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
335,336,59040,58,4,2,10,485.0013497151187,485.0013497151187,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
336,337,156960,60,15,1,7,452.4991051868297,452.4991051868297,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
337,338,181440,58,45,3,1,700.4717474463257,700.4717474463257,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
338,339,190080,2,26,0,6,814.3001040206806,814.3001040206806,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
339,340,282240,18,1,2,4,290.9353911882532,290.9353911882532,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
340,341,413280,35,44,1,3,625.739914147229,625.739914147229,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
341,342,420480,22,19,2,2,375.9717981835389,375.9717981835389,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
342,343,181440,45,26,2,7,614.5721732527904,614.5721732527904,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
343,344,305280,86,18,1,9,251.62739269541305,251.62739269541305,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
344,345,473760,53,40,1,3,252.69005855349107,252.69005855349107,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
345,346,93600,91,15,0,10,670.6238604148838,670.6238604148838,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
346,347,194400,84,18,1,8,144.8987132604011,144.8987132604011,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
347,348,478080,80,40,3,4,675.8481815503956,675.8481815503956,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
348,349,126720,27,46,3,7,277.7895014760685,277.7895014760685,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
349,350,31680,59,38,2,10,282.7418851730755,282.7418851730755,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
350,351,161280,56,30,3,7,846.3838681381894,846.3838681381894,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
351,352,70560,24,13,1,6,864.8615368885169,864.8615368885169,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
352,353,443520,52,16,1,5,559.2207345032875,559.2207345032875,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
353,354,361440,12,31,0,8,586.6686424951256,586.6686424951256,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
354,355,462240,6,20,0,6,815.8616780366896,815.8616780366896,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
355,356,380160,26,6,2,3,431.05319840300143,431.05319840300143,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
356,357,463680,53,46,0,6,675.0597486516134,675.0597486516134,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
357,358,132480,2,38,2,10,155.56117283820691,155.56117283820691,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
358,359,413280,76,2,3,9,548.590471825238,548.590471825238,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
359,360,246240,69,40,3,8,774.5004656043474,774.5004656043474,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
360,361,292320,9,12,0,4,318.1914585926322,318.1914585926322,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
361,362,126720,25,42,1,8,770.2947904241913,770.2947904241913,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
362,363,385920,28,25,1,4,258.342698403495,258.342698403495,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
363,364,365760,80,0,3,10,918.1112940821116,918.1112940821116,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
364,365,285120,0,20,3,2,470.86898043911617,470.86898043911617,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
365,366,201600,26,19,3,10,280.6494984698428,280.6494984698428,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
366,367,519840,83,44,3,9,304.86019517305937,304.86019517305937,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
367,368,141120,81,17,1,5,857.6286960723337,857.6286960723337,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
368,369,397440,60,16,0,9,379.8548587781482,379.8548587781482,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
369,370,371520,58,7,0,5,298.53266312741675,298.53266312741675,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
370,371,207360,60,48,3,10,367.9067650932997,367.9067650932997,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
371,372,83520,54,35,0,6,146.17536602227665,146.17536602227665,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
372,373,20160,35,16,3,1,972.769427795646,972.769427795646,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
373,374,7200,97,18,0,7,187.026246289585,187.026246289585,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
374,375,89280,51,23,2,5,450.8868953489408,450.8868953489408,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
375,376,475200,42,41,1,2,379.34494357801145,379.34494357801145,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
376,377,100800,38,36,1,10,845.2078285807522,845.2078285807522,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
377,378,0,20,39,2,2,854.509010553493,854.509010553493,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
378,379,123840,0,20,2,7,667.9235168019421,667.9235168019421,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
379,380,23040,78,0,2,6,408.2881188457056,408.2881188457056,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
380,381,506880,57,43,0,1,182.35199053441204,182.35199053441204,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
381,382,361440,83,30,0,2,471.6810167044595,471.6810167044595,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
382,383,436320,79,47,3,7,976.5526808168612,976.5526808168612,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
383,384,400320,36,8,3,2,111.16757743481638,111.16757743481638,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
384,385,128160,74,18,1,1,846.6453751999287,846.6453751999287,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
385,386,207360,85,41,3,6,380.7236828669708,380.7236828669708,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
386,387,28800,64,43,3,10,243.3849845430364,243.3849845430364,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
387,388,341280,40,11,3,4,971.5643258298117,971.5643258298117,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
388,389,338400,59,16,0,8,166.220449576857,166.220449576857,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
389,390,252000,81,46,3,10,425.2597281700736,425.2597281700736,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
390,391,21600,89,7,2,3,261.58132798350334,261.58132798350334,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
391,392,86400,62,1,1,3,378.5885567972068,378.5885567972068,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
392,393,349920,25,28,3,8,429.4048695035737,429.4048695035737,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
393,394,102240,3,2,1,10,104.65077436993477,104.65077436993477,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
394,395,24480,17,2,1,7,798.6731578521593,798.6731578521593,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
395,396,54720,68,30,0,3,994.3690213706686,994.3690213706686,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
396,397,138240,5,3,3,8,460.6215172536109,460.6215172536109,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
397,398,145440,11,33,2,9,835.6615496113993,835.6615496113993,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
398,399,180000,64,44,1,1,953.9483616467342,953.9483616467342,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
399,400,67680,58,35,0,5,458.6858185249503,458.6858185249503,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
400,401,308160,65,49,3,5,530.0242820026824,530.0242820026824,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
401,402,187200,98,12,2,9,575.1047894090771,575.1047894090771,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
402,403,53280,1,26,0,10,769.1152822015026,769.1152822015026,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
403,404,465120,69,38,1,9,336.8716573761867,336.8716573761867,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
404,405,463680,90,2,1,1,717.3894663454479,717.3894663454479,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
405,406,152640,97,46,3,10,784.2606373015835,784.2606373015835,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
406,407,79200,8,20,0,2,767.4909091021041,767.4909091021041,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
407,408,264960,19,12,1,5,585.0870282037565,585.0870282037565,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
408,409,266400,9,33,1,2,945.5256900460296,945.5256900460296,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
409,410,148320,24,37,3,2,900.6176826570528,900.6176826570528,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
410,411,450720,78,8,2,5,166.76259363017144,166.76259363017144,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
411,412,250560,54,13,3,4,908.7095926164986,908.7095926164986,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
412,413,82080,54,37,2,1,154.46111072214572,154.46111072214572,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
413,414,495360,12,41,0,2,415.9597207865454,415.9597207865454,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
414,415,267840,72,44,2,8,729.3430307623818,729.3430307623818,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
415,416,381600,64,38,0,10,562.8973423286614,562.8973423286614,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
416,417,439200,76,29,0,10,773.8633366453621,773.8633366453621,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
417,418,332640,9,2,1,7,629.1469578209686,629.1469578209686,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
418,419,197280,99,9,1,9,456.0069858267904,456.0069858267904,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
419,420,411840,94,46,0,9,804.2040177080535,804.2040177080535,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
420,421,410400,71,2,1,1,630.0234640012211,630.0234640012211,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
421,422,218880,37,0,0,1,156.53274629022226,156.53274629022226,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
422,423,165600,83,33,3,2,706.7026758403013,706.7026758403013,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
423,424,273600,94,22,3,5,201.3938554553822,201.3938554553822,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
424,425,367200,83,28,3,8,928.591494121843,928.591494121843,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
425,426,178560,38,36,0,3,644.3561218346352,644.3561218346352,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
426,427,357120,66,15,3,10,436.84919364240193,436.84919364240193,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
427,428,455040,41,19,1,3,134.87792181383685,134.87792181383685,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
428,429,450720,0,44,3,9,298.7721526170985,298.7721526170985,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
429,430,486720,7,30,1,6,700.9768108572403,700.9768108572403,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
430,431,132480,58,27,0,7,874.2328413424299,874.2328413424299,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
431,432,180000,86,26,3,8,966.9128019619508,966.9128019619508,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
432,433,18720,8,42,2,7,220.99818063680743,220.99818063680743,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
433,434,263520,26,7,1,1,448.9009686960736,448.9009686960736,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
434,435,61920,10,32,0,9,545.5152707597749,545.5152707597749,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
435,436,253440,46,22,2,9,841.4313552339162,841.4313552339162,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
436,437,473760,93,9,1,2,255.18502935314507,255.18502935314507,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
437,438,178560,14,24,3,9,938.2106322699454,938.2106322699454,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
438,439,296640,40,12,3,5,134.2567061340894,134.2567061340894,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
439,440,92160,17,5,1,1,958.8405430252636,958.8405430252636,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
440,441,243360,86,7,3,3,744.140968820311,744.140968820311,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
441,442,400320,97,6,0,1,922.7484515776846,922.7484515776846,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
442,443,53280,96,29,0,3,723.0461563786491,723.0461563786491,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
443,444,381600,21,48,0,2,179.67841099864182,179.67841099864182,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
444,445,25920,0,37,1,2,599.658130149837,599.658130149837,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
445,446,208800,16,2,2,3,922.7572827175288,922.7572827175288,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
446,447,308160,63,24,1,10,533.5258047515822,533.5258047515822,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
447,448,282240,12,8,0,5,552.4532424637237,552.4532424637237,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
448,449,383040,26,26,3,10,462.3542864667207,462.3542864667207,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
449,450,188640,49,42,3,3,861.9229897167692,861.9229897167692,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
450,451,515520,70,30,2,5,972.0546826362786,972.0546826362786,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
451,452,286560,69,47,3,2,214.5096711332913,214.5096711332913,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
452,453,108000,83,27,0,9,942.4072939700172,942.4072939700172,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
453,454,344160,80,11,1,1,802.2526121072121,802.2526121072121,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
454,455,118080,54,22,2,4,332.06258885952514,332.06258885952514,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
455,456,253440,90,46,2,4,598.2593869455161,598.2593869455161,MXN,2024-02-23 21:58:34,2024-02-23 21:58:34
